Chromosome	Integration site	Dataset
chr7	42401738	Cohn
chr6	141643375	Cohn
chr6	40808812	Cohn
chr5	67956363	Cohn
chr13	57329580	Cohn
chr1	60874933	Cohn
chr20	38282481	Cohn
chr3	87510164	Cohn
chrX	94574330	Cohn
chr2	157024786	Cohn
chr7	93840790	Cohn
chr6	14842690	Cohn
chr6	14842674	Cohn
chr7	145145838	Cohn
chr8	60187234	Cohn
chrX	68243293	Cohn
chrX	68243249	Cohn
chr17	14469880	Cohn
chr9	20098266	Cohn
chr6	127297154	Cohn
chr18	68460693	Cohn
chr18	68460781	Cohn
chr18	68460783	Cohn
chr18	68461155	Cohn
chr18	68461307	Cohn
chr9	87923131	Cohn
chr2	124051027	Cohn
chr2	124050620	Cohn
chr9	29485246	Cohn
chr9	29485217	Cohn
chr3	136881197	Cohn
chr6	145327580	Cohn
chr3	161694520	Cohn
chr11	98280035	Cohn
chr12	90851431	Cohn
chr10	83476871	Cohn
chr2	41153007	Cohn
chr10	113417465	Cohn
chr9	121289787	Cohn
chr9	118341603	Cohn
chr7	67944888	Cohn
chr3	66849080	Cohn
chr13	66046525	Cohn
chr2	76110400	Cohn
chr3	163555079	Cohn
chr15	38047616	Cohn
chr12	34570721	Cohn
chr12	34570751	Cohn
chr2	5284976	Cohn
chr4	131594487	Cohn
chr11	114754330	Cohn
chr6	95333305	Cohn
chr6	95333312	Cohn
chr13	103895950	Cohn
chr13	103896120	Cohn
chr3	103961047	Cohn
chr8	130012117	Cohn
chr8	130012146	Cohn
chr8	130012211	Cohn
chr11	80850399	Cohn
chr13	32128835	Cohn
chr13	32128793	Cohn
chr8	34389626	Cohn
chr6	67672152	Cohn
chrX	120809994	Cohn
chr20	38169714	Cohn
chr8	138307106	Cohn
chrX	137289977	Cohn
chrX	137289948	Cohn
chrX	137289866	Cohn
chrX	137289535	Cohn
chr4	18214866	Cohn
chr2	53503066	Cohn
chr10	58550422	Cohn
chr4	64945468	Cohn
chr4	130449335	Cohn
chr4	130449304	Cohn
chr4	130449299	Cohn
chr2	119393340	Cohn
chr1	88165133	Cohn
chr13	54175371	Cohn
chr3	110031764	Cohn
chr6	104689760	Cohn
chr18	35479337	Cohn
chr18	35479351	Cohn
chr11	38949268	Cohn
chr2	53372467	Cohn
chr18	38296676	Cohn
chr9	1726621	Cohn
chr9	1726618	Cohn
chr9	1726583	Cohn
chr18	35528123	Cohn
chr18	35528142	Cohn
chr13	65249596	Cohn
chr4	125943485	Cohn
chrX	78932465	Cohn
chr2	123397423	Cohn
chr13	82776753	Cohn
chr13	82776845	Cohn
chr13	104664564	Cohn
chr13	104751266	Cohn
chr1	8448584	Han
chr1	10034650	Han
chr1	35950702	Han
chr1	35978232	Han
chr1	64987370	Han
chr1	153866184	Han
chr1	154557904	Han
chr10	111811164	Han
chr11	9779886	Han
chr11	64543662	Han
chr11	72131564	Han
chr12	3955732	Han
chr12	31857504	Han
chr12	51072228	Han
chr12	54636640	Han
chr15	59374498	Han
chr15	68420046	Han
chr15	86189926	Han
chr16	29681520	Han
chr16	29809570	Han
chr16	57265516	Han
chr16	68179952	Han
chr17	2228660	Han
chr17	16062208	Han
chr17	19850074	Han
chr17	38563322	Han
chr17	41727534	Han
chr17	73332532	Han
chr17	74215224	Han
chr17	74341832	Han
chr17	80729156	Han
chr19	10292710	Han
chr19	10448206	Han
chr19	17939840	Han
chr19	34843246	Han
chr19	36197332	Han
chr19	50500224	Han
chr19	57087504	Han
chr2	28469242	Han
chr20	49538444	Han
chr22	21285014	Han
chr22	37591228	Han
chr22	38258270	Han
chr3	30720434	Han
chr3	49555406	Han
chr3	196900300	Han
chr4	110548308	Han
chr5	54961734	Han
chr5	96138658	Han
chr5	121405776	Han
chr5	127483562	Han
chr5	139850268	Han
chr6	5606278	Han
chr6	35646990	Han
chr6	38570382	Han
chr6	135323612	Han
chr6	135520570	Han
chr6	135811734	Han
chr7	106511330	Han
chr8	144724888	Han
chr9	80533884	Han
chr22	50979894	Han
chr2	241651834	Han
chr17	75918744	Han
chr6	30506022	Han
chr17	79832674	Han
chr1	198958076	Han
chr1	23891196	Han
chr6	32893242	Han
chr16	29724502	Han
chr4	38598772	Han
chr12	92795962	Han
chr9	117478696	Han
chrX	42941056	Han
chr1	1252832	Ikeda
chr1	1700290	Ikeda
chr1	1705810	Ikeda
chr1	1754772	Ikeda
chr1	10204338	Ikeda
chr1	14050074	Ikeda
chr1	15905906	Ikeda
chr1	16292676	Ikeda
chr1	21283078	Ikeda
chr1	22401992	Ikeda
chr1	26792024	Ikeda
chr1	27031944	Ikeda
chr1	27802686	Ikeda
chr1	28817168	Ikeda
chr1	28964156	Ikeda
chr1	31496960	Ikeda
chr1	40744278	Ikeda
chr1	45379790	Ikeda
chr1	46108400	Ikeda
chr1	100860318	Ikeda
chr1	101410898	Ikeda
chr1	112183450	Ikeda
chr1	144335274	Ikeda
chr1	144335470	Ikeda
chr1	145244934	Ikeda
chr1	145488886	Ikeda
chr1	153882422	Ikeda
chr1	155420058	Ikeda
chr1	167512188	Ikeda
chr1	197637250	Ikeda
chr1	229582562	Ikeda
chr10	6557712	Ikeda
chr10	47572786	Ikeda
chr10	76224938	Ikeda
chr10	105737094	Ikeda
chr11	6637304	Ikeda
chr11	17339352	Ikeda
chr11	20436104	Ikeda
chr11	62410412	Ikeda
chr11	62584172	Ikeda
chr11	63308510	Ikeda
chr11	63625284	Ikeda
chr11	64132548	Ikeda
chr11	64962022	Ikeda
chr11	65823774	Ikeda
chr11	67004724	Ikeda
chr11	67061860	Ikeda
chr11	68288628	Ikeda
chr11	71619424	Ikeda
chr11	71742452	Ikeda
chr11	72070228	Ikeda
chr11	114038418	Ikeda
chr11	118093344	Ikeda
chr11	118117514	Ikeda
chr11	118981924	Ikeda
chr12	12643958	Ikeda
chr12	14565522	Ikeda
chr12	19311648	Ikeda
chr12	19730818	Ikeda
chr12	24490220	Ikeda
chr12	49804994	Ikeda
chr12	57132960	Ikeda
chr12	57729654	Ikeda
chr12	57909230	Ikeda
chr12	65022776	Ikeda
chr12	69025216	Ikeda
chr12	112441862	Ikeda
chr12	117603362	Ikeda
chr12	120671994	Ikeda
chr12	133091038	Ikeda
chr13	50319968	Ikeda
chr13	99971890	Ikeda
chr13	99976456	Ikeda
chr13	100851728	Ikeda
chr14	38533350	Ikeda
chr14	55525786	Ikeda
chr14	56658732	Ikeda
chr14	61831806	Ikeda
chr14	66105462	Ikeda
chr14	76656050	Ikeda
chr14	81372502	Ikeda
chr14	93727286	Ikeda
chr14	104343972	Ikeda
chr15	23320566	Ikeda
chr15	44942040	Ikeda
chr15	64630590	Ikeda
chr15	65895002	Ikeda
chr15	75225932	Ikeda
chr15	75693796	Ikeda
chr15	77648282	Ikeda
chr15	93518674	Ikeda
chr16	305344	Ikeda
chr16	1367810	Ikeda
chr16	11999382	Ikeda
chr16	14325404	Ikeda
chr16	18893144	Ikeda
chr16	21626834	Ikeda
chr16	22494996	Ikeda
chr16	23884544	Ikeda
chr16	27271540	Ikeda
chr16	28164266	Ikeda
chr16	28943194	Ikeda
chr16	29455394	Ikeda
chr16	30305420	Ikeda
chr16	50063436	Ikeda
chr16	50753404	Ikeda
chr16	50807062	Ikeda
chr16	53671910	Ikeda
chr16	56820266	Ikeda
chr16	66849558	Ikeda
chr16	67082054	Ikeda
chr16	67097306	Ikeda
chr16	67116840	Ikeda
chr16	67627008	Ikeda
chr16	88024922	Ikeda
chr16	89489490	Ikeda
chr17	4146602	Ikeda
chr17	4261516	Ikeda
chr17	7389764	Ikeda
chr17	27137334	Ikeda
chr17	27588448	Ikeda
chr17	27775752	Ikeda
chr17	27797702	Ikeda
chr17	29573450	Ikeda
chr17	35818250	Ikeda
chr17	40160776	Ikeda
chr17	40389010	Ikeda
chr17	40395644	Ikeda
chr17	40398192	Ikeda
chr17	40406788	Ikeda
chr17	40411332	Ikeda
chr17	40412092	Ikeda
chr17	40416904	Ikeda
chr17	41340720	Ikeda
chr17	44764904	Ikeda
chr17	58264980	Ikeda
chr17	58594086	Ikeda
chr17	59837308	Ikeda
chr17	61810396	Ikeda
chr17	62612984	Ikeda
chr17	65731432	Ikeda
chr17	73396708	Ikeda
chr17	74091768	Ikeda
chr17	74183136	Ikeda
chr17	74227758	Ikeda
chr17	76054720	Ikeda
chr17	78590044	Ikeda
chr17	78601774	Ikeda
chr18	2951780	Ikeda
chr18	52563778	Ikeda
chr18	67837922	Ikeda
chr19	1910796	Ikeda
chr19	2148200	Ikeda
chr19	3143794	Ikeda
chr19	6838138	Ikeda
chr19	8523022	Ikeda
chr19	9981964	Ikeda
chr19	10465278	Ikeda
chr19	10468402	Ikeda
chr19	10732518	Ikeda
chr19	15571704	Ikeda
chr19	17669192	Ikeda
chr19	18610072	Ikeda
chr19	20220650	Ikeda
chr19	21500144	Ikeda
chr19	23968168	Ikeda
chr19	39848998	Ikeda
chr19	42729086	Ikeda
chr19	43018770	Ikeda
chr19	44255996	Ikeda
chr19	47090016	Ikeda
chr19	47463828	Ikeda
chr19	47700360	Ikeda
chr19	47701178	Ikeda
chr19	49986406	Ikeda
chr19	50001496	Ikeda
chr19	55563164	Ikeda
chr19	56161824	Ikeda
chr19	58389122	Ikeda
chr2	24949996	Ikeda
chr2	32687142	Ikeda
chr2	64320008	Ikeda
chr2	69645924	Ikeda
chr2	69786654	Ikeda
chr2	86713792	Ikeda
chr2	96617146	Ikeda
chr2	171811130	Ikeda
chr2	225768976	Ikeda
chr2	232376792	Ikeda
chr2	235359898	Ikeda
chr2	242344488	Ikeda
chr20	30892834	Ikeda
chr20	33058716	Ikeda
chr20	34250190	Ikeda
chr20	34297714	Ikeda
chr20	35710474	Ikeda
chr20	39663516	Ikeda
chr20	44571670	Ikeda
chr20	61486452	Ikeda
chr20	61510042	Ikeda
chr20	62347920	Ikeda
chr20	62638068	Ikeda
chr22	17660712	Ikeda
chr22	19080328	Ikeda
chr22	20877754	Ikeda
chr22	24707004	Ikeda
chr22	31900900	Ikeda
chr22	36738456	Ikeda
chr22	37547782	Ikeda
chr22	38011246	Ikeda
chr22	38886872	Ikeda
chr22	42627212	Ikeda
chr22	44381366	Ikeda
chr22	46085040	Ikeda
chr22	50988622	Ikeda
chr3	16350690	Ikeda
chr3	47667238	Ikeda
chr3	48536900	Ikeda
chr3	49425852	Ikeda
chr3	49720636	Ikeda
chr3	50615254	Ikeda
chr3	52299536	Ikeda
chr3	56800202	Ikeda
chr3	71069622	Ikeda
chr3	125222378	Ikeda
chr3	128861686	Ikeda
chr3	149617226	Ikeda
chr4	2730242	Ikeda
chr4	16194592	Ikeda
chr4	26983624	Ikeda
chr4	143085268	Ikeda
chr4	146044130	Ikeda
chr5	6628124	Ikeda
chr5	77671490	Ikeda
chr5	137315784	Ikeda
chr5	138982802	Ikeda
chr5	169102340	Ikeda
chr6	4124690	Ikeda
chr6	30017074	Ikeda
chr6	30542834	Ikeda
chr6	30738852	Ikeda
chr6	33746300	Ikeda
chr6	35653430	Ikeda
chr6	42550848	Ikeda
chr6	44091988	Ikeda
chr6	90725088	Ikeda
chr6	90725682	Ikeda
chr6	90726630	Ikeda
chr6	90727632	Ikeda
chr6	90727710	Ikeda
chr6	90728414	Ikeda
chr6	90728724	Ikeda
chr6	90731182	Ikeda
chr6	90731236	Ikeda
chr6	90731414	Ikeda
chr6	90732884	Ikeda
chr6	90732928	Ikeda
chr6	90746054	Ikeda
chr6	90751044	Ikeda
chr6	90751066	Ikeda
chr6	90751126	Ikeda
chr6	90751194	Ikeda
chr6	90751302	Ikeda
chr6	90751636	Ikeda
chr6	90751894	Ikeda
chr6	90751962	Ikeda
chr6	90751982	Ikeda
chr6	90752136	Ikeda
chr6	90754160	Ikeda
chr6	90754240	Ikeda
chr6	90756808	Ikeda
chr6	90757518	Ikeda
chr6	90760482	Ikeda
chr6	90760526	Ikeda
chr6	90761344	Ikeda
chr6	90761352	Ikeda
chr6	90762034	Ikeda
chr6	90762210	Ikeda
chr6	90762556	Ikeda
chr6	90762776	Ikeda
chr6	90762992	Ikeda
chr6	90783878	Ikeda
chr6	108133860	Ikeda
chr6	144844822	Ikeda
chr7	2993626	Ikeda
chr7	3066834	Ikeda
chr7	6172272	Ikeda
chr7	8022016	Ikeda
chr7	44668818	Ikeda
chr7	45737220	Ikeda
chr7	87002548	Ikeda
chr7	91638860	Ikeda
chr7	106924362	Ikeda
chr7	107234280	Ikeda
chr7	129272536	Ikeda
chr7	139815656	Ikeda
chr7	156949548	Ikeda
chr8	17822506	Ikeda
chr8	42367016	Ikeda
chr8	64104218	Ikeda
chr8	71312554	Ikeda
chr8	141352996	Ikeda
chr8	145034174	Ikeda
chr8	145036804	Ikeda
chr8	145077326	Ikeda
chr8	145077624	Ikeda
chr8	145254644	Ikeda
chr8	145975694	Ikeda
chr9	102689318	Ikeda
chr9	128030240	Ikeda
chr9	131294178	Ikeda
chr9	131336678	Ikeda
chr9	132650146	Ikeda
chr9	134382566	Ikeda
chr9	139709512	Ikeda
chr9	139785956	Ikeda
chrX	134700378	Ikeda
chrX	135828838	Ikeda
chrX	153162456	Ikeda
chrX	153353336	Ikeda
chr2	133019626	Ikeda
chr9	139296086	Ikeda
chr14	22521654	Ikeda
chr20	24299216	Ikeda
chr10	91601310	Ikeda
chr11	62324496	Ikeda
chr3	195368224	Ikeda
chr14	22216566	Ikeda
chr19	42040608	Ikeda
chr15	85211446	Ikeda
chr6	31258184	Ikeda
chr7	65519654	Ikeda
chr22	19844918	Ikeda
chr19	6884616	Ikeda
chr6	26142746	Ikeda
chr7	54816286	Ikeda
chrX	118668278	Ikeda
chr11	118710844	Ikeda
chr6	30505116	Ikeda
chr16	25088262	Ikeda
chr17	8071356	Ikeda
chr11	63335862	Ikeda
chr7	150316752	Ikeda
chr12	46855066	Ikeda
chr19	36421170	Ikeda
chr1	228689280	Ikeda
chr19	40799414	Ikeda
chr6	32870468	Ikeda
chr19	30323126	Ikeda
chr18	18518594	Ikeda
chr15	21320620	Ikeda
chr1	207054912	Ikeda
chr2	113436542	Ikeda
chr2	120475210	Ikeda
chrX	118943894	Ikeda
chr8	126986564	Ikeda
chr12	127568290	Ikeda
chr5	133392950	Ikeda
chr4	29780120	Ikeda
chr2	124162126	Ikeda
chr4	49644730	Ikeda
chr2	161400348	Ikeda
chr17	22258592	Ikeda
chr7	17235000	Ikeda
chr5	171100280	Ikeda
chr10	42380244	Ikeda
chr1	9619526	Wagner
chr1	10340518	Wagner
chr1	21202990	Wagner
chr1	27027938	Wagner
chr1	47746902	Wagner
chr1	55587108	Wagner
chr1	65411340	Wagner
chr1	70786460	Wagner
chr1	70813870	Wagner
chr1	84612742	Wagner
chr1	98187634	Wagner
chr1	144328426	Wagner
chr1	149775996	Wagner
chr1	151642526	Wagner
chr1	154149224	Wagner
chr1	161787890	Wagner
chr1	172176590	Wagner
chr1	178867244	Wagner
chr1	178867362	Wagner
chr1	224585042	Wagner
chr1	229475914	Wagner
chr1	235827798	Wagner
chr1	240357840	Wagner
chr1	246937958	Wagner
chr10	16497780	Wagner
chr10	28872252	Wagner
chr10	31633564	Wagner
chr10	38653622	Wagner
chr10	76441610	Wagner
chr10	98739922	Wagner
chr10	101918308	Wagner
chr10	103305128	Wagner
chr10	105573972	Wagner
chr10	119102610	Wagner
chr11	14721458	Wagner
chr11	17157232	Wagner
chr11	28114508	Wagner
chr11	34086508	Wagner
chr11	46119180	Wagner
chr11	46829610	Wagner
chr11	65057890	Wagner
chr11	65180154	Wagner
chr11	65200158	Wagner
chr11	65272314	Wagner
chr11	65829976	Wagner
chr11	71770032	Wagner
chr11	73275792	Wagner
chr11	73735768	Wagner
chr11	73823306	Wagner
chr11	105884356	Wagner
chr11	105953504	Wagner
chr11	118178410	Wagner
chr11	118642672	Wagner
chr11	119143702	Wagner
chr11	119144042	Wagner
chr12	1125802	Wagner
chr12	4370894	Wagner
chr12	12355108	Wagner
chr12	50071574	Wagner
chr12	56982890	Wagner
chr12	57062296	Wagner
chr12	62775142	Wagner
chr12	102427640	Wagner
chr12	111958120	Wagner
chr12	120481866	Wagner
chr12	120481952	Wagner
chr12	120482084	Wagner
chr12	120482106	Wagner
chr12	120482202	Wagner
chr12	120619044	Wagner
chr12	120626830	Wagner
chr12	124312730	Wagner
chr13	24829150	Wagner
chr13	31211104	Wagner
chr13	31211308	Wagner
chr13	51528000	Wagner
chr13	76366214	Wagner
chr13	76366238	Wagner
chr13	114270620	Wagner
chr13	115018446	Wagner
chr14	22475918	Wagner
chr14	45558616	Wagner
chr14	50906928	Wagner
chr14	61864878	Wagner
chr14	61864920	Wagner
chr14	64955304	Wagner
chr14	65933466	Wagner
chr14	73611010	Wagner
chr14	74658224	Wagner
chr14	76297654	Wagner
chr14	102381492	Wagner
chr15	30936368	Wagner
chr15	41978804	Wagner
chr15	43165702	Wagner
chr15	49037424	Wagner
chr15	50917586	Wagner
chr15	52776308	Wagner
chr15	58901766	Wagner
chr15	64667048	Wagner
chr15	74866090	Wagner
chr15	77065404	Wagner
chr15	86107554	Wagner
chr15	89070336	Wagner
chr16	713134	Wagner
chr16	1570920	Wagner
chr16	1699054	Wagner
chr16	3876194	Wagner
chr16	3920566	Wagner
chr16	14304400	Wagner
chr16	14305870	Wagner
chr16	14306138	Wagner
chr16	15102670	Wagner
chr16	24782488	Wagner
chr16	24783030	Wagner
chr16	28208054	Wagner
chr16	28970894	Wagner
chr16	29925378	Wagner
chr16	29932246	Wagner
chr16	30292320	Wagner
chr16	56973628	Wagner
chr16	67120726	Wagner
chr16	68080654	Wagner
chr16	68133692	Wagner
chr16	78746064	Wagner
chr16	85708882	Wagner
chr16	88664522	Wagner
chr16	89173266	Wagner
chr16	89173676	Wagner
chr16	89173734	Wagner
chr17	562848	Wagner
chr17	2075028	Wagner
chr17	2164968	Wagner
chr17	2190000	Wagner
chr17	4243768	Wagner
chr17	5238352	Wagner
chr17	5305310	Wagner
chr17	6666200	Wagner
chr17	28713598	Wagner
chr17	34903210	Wagner
chr17	35337140	Wagner
chr17	35551884	Wagner
chr17	36922338	Wagner
chr17	37532036	Wagner
chr17	37929892	Wagner
chr17	37965628	Wagner
chr17	38550312	Wagner
chr17	40376810	Wagner
chr17	40387328	Wagner
chr17	40421074	Wagner
chr17	40423462	Wagner
chr17	44759886	Wagner
chr17	47429800	Wagner
chr17	56559008	Wagner
chr17	57652420	Wagner
chr17	60021650	Wagner
chr17	73208574	Wagner
chr17	73375236	Wagner
chr17	75151428	Wagner
chr17	76088282	Wagner
chr17	78206060	Wagner
chr17	78695664	Wagner
chr17	80715498	Wagner
chr18	13351710	Wagner
chr18	39585286	Wagner
chr18	43841288	Wagner
chr19	4821656	Wagner
chr19	5920720	Wagner
chr19	7417432	Wagner
chr19	9979158	Wagner
chr19	12728950	Wagner
chr19	14024894	Wagner
chr19	15435712	Wagner
chr19	19995762	Wagner
chr19	34817588	Wagner
chr19	41790900	Wagner
chr19	41792246	Wagner
chr19	47493288	Wagner
chr19	47884204	Wagner
chr19	50246122	Wagner
chr19	53355424	Wagner
chr19	55744374	Wagner
chr2	25958000	Wagner
chr2	26495198	Wagner
chr2	27807580	Wagner
chr2	36805106	Wagner
chr2	73625892	Wagner
chr2	74383748	Wagner
chr2	99237242	Wagner
chr2	136424842	Wagner
chr2	169735182	Wagner
chr2	171879146	Wagner
chr2	187367090	Wagner
chr2	198168612	Wagner
chr2	235370364	Wagner
chr2	242251454	Wagner
chr20	8222444	Wagner
chr20	29624146	Wagner
chr20	30911334	Wagner
chr20	35642488	Wagner
chr20	36699160	Wagner
chr20	39862038	Wagner
chr20	39862248	Wagner
chr20	39862430	Wagner
chr20	45857744	Wagner
chr20	62346826	Wagner
chr21	32540916	Wagner
chr21	43410654	Wagner
chr21	45451256	Wagner
chr21	45509896	Wagner
chr22	17571176	Wagner
chr22	22147062	Wagner
chr22	22169410	Wagner
chr22	30022964	Wagner
chr22	30337246	Wagner
chr22	36569882	Wagner
chr22	37539930	Wagner
chr22	38895902	Wagner
chr22	39411462	Wagner
chr22	39411880	Wagner
chr22	40846152	Wagner
chr22	41248186	Wagner
chr22	41264850	Wagner
chr3	15043508	Wagner
chr3	32459308	Wagner
chr3	41282596	Wagner
chr3	41628248	Wagner
chr3	47157858	Wagner
chr3	47728234	Wagner
chr3	48021710	Wagner
chr3	48733504	Wagner
chr3	49098820	Wagner
chr3	51613410	Wagner
chr3	52141610	Wagner
chr3	76642194	Wagner
chr3	105382796	Wagner
chr3	124972464	Wagner
chr3	141269142	Wagner
chr3	182775804	Wagner
chr3	183078358	Wagner
chr3	185648676	Wagner
chr3	196788388	Wagner
chr4	3124952	Wagner
chr4	76715640	Wagner
chr4	87675440	Wagner
chr4	143095794	Wagner
chr4	149355460	Wagner
chr4	153343460	Wagner
chr4	154117878	Wagner
chr4	184586124	Wagner
chr5	36217660	Wagner
chr5	39060984	Wagner
chr5	41785612	Wagner
chr5	41818736	Wagner
chr5	54585400	Wagner
chr5	54658012	Wagner
chr5	55283736	Wagner
chr5	56552788	Wagner
chr5	100212964	Wagner
chr5	100228894	Wagner
chr5	151152942	Wagner
chr5	176687156	Wagner
chr5	177647872	Wagner
chr5	179972032	Wagner
chr6	4877236	Wagner
chr6	26131706	Wagner
chr6	30680228	Wagner
chr6	30680264	Wagner
chr6	30680274	Wagner
chr6	30680286	Wagner
chr6	30680318	Wagner
chr6	30680328	Wagner
chr6	30680346	Wagner
chr6	30680348	Wagner
chr6	30680350	Wagner
chr6	30680356	Wagner
chr6	30680384	Wagner
chr6	30680400	Wagner
chr6	30680422	Wagner
chr6	30680426	Wagner
chr6	30680468	Wagner
chr6	30680492	Wagner
chr6	30680506	Wagner
chr6	30680816	Wagner
chr6	30680942	Wagner
chr6	30681124	Wagner
chr6	31929414	Wagner
chr6	35836608	Wagner
chr6	36045418	Wagner
chr6	36568756	Wagner
chr6	45915264	Wagner
chr6	56361032	Wagner
chr6	71415992	Wagner
chr6	90717876	Wagner
chr6	90718582	Wagner
chr6	90720242	Wagner
chr6	90720338	Wagner
chr6	90727168	Wagner
chr6	90727194	Wagner
chr6	90727222	Wagner
chr6	90727292	Wagner
chr6	90737422	Wagner
chr6	90747966	Wagner
chr6	90750242	Wagner
chr6	90752088	Wagner
chr6	90759338	Wagner
chr6	90783946	Wagner
chr6	90783994	Wagner
chr6	109345060	Wagner
chr6	111799922	Wagner
chr6	112074464	Wagner
chr6	125384730	Wagner
chr6	131528702	Wagner
chr6	135525028	Wagner
chr6	136841584	Wagner
chr7	2335506	Wagner
chr7	5029344	Wagner
chr7	7714020	Wagner
chr7	8054366	Wagner
chr7	12258834	Wagner
chr7	33390350	Wagner
chr7	35891066	Wagner
chr7	38897626	Wagner
chr7	77552670	Wagner
chr7	79842022	Wagner
chr7	92266744	Wagner
chr7	98618738	Wagner
chr7	99265086	Wagner
chr7	103614374	Wagner
chr7	104964786	Wagner
chr7	121754906	Wagner
chr7	129562548	Wagner
chr8	2107242	Wagner
chr8	2107258	Wagner
chr8	2107264	Wagner
chr8	2107330	Wagner
chr8	2107336	Wagner
chr8	9449392	Wagner
chr8	25281574	Wagner
chr8	28778688	Wagner
chr8	58502208	Wagner
chr8	94742654	Wagner
chr8	100277270	Wagner
chr8	104448894	Wagner
chr8	126274526	Wagner
chr8	126278330	Wagner
chr8	144675370	Wagner
chr8	145260544	Wagner
chr8	145531474	Wagner
chr8	145531476	Wagner
chr9	15249488	Wagner
chr9	20617934	Wagner
chr9	37295686	Wagner
chr9	96401254	Wagner
chr9	100697832	Wagner
chr9	108099030	Wagner
chr9	130856690	Wagner
chr9	131493386	Wagner
chr9	131563010	Wagner
chr9	131660408	Wagner
chr9	133494118	Wagner
chr9	139355926	Wagner
chrX	19800758	Wagner
chrX	47231170	Wagner
chrX	80026080	Wagner
chrX	117490810	Wagner
chrX	133063116	Wagner
chrX	135753226	Wagner
chrX	153443832	Wagner
chrX	153444020	Wagner
chrX	153965956	Wagner
chr7	5646408	Wagner
chr12	66740886	Wagner
chr11	67692446	Wagner
chr9	35929324	Wagner
chr2	184080944	Wagner
chr5	41943158	Wagner
chrX	135720364	Wagner
chr1	160551376	Wagner
chrX	48331988	Wagner
chr6	31563442	Wagner
chr12	132668538	Wagner
chr5	172399534	Wagner
chr6	31529566	Wagner
chr11	55447454	Wagner
chr17	39475260	Wagner
chr17	27203020	Wagner
chr17	27202916	Wagner
chr11	65186796	Wagner
chr17	27202894	Wagner
chr17	27202710	Wagner
chr9	70658334	Wagner
chr6	26037588	Wagner
chr9	70658220	Wagner
chr18	23592598	Wagner
chr1	154893160	Wagner
chr12	8255862	Wagner
chr9	90105966	Wagner
chr9	74470964	Wagner
chr17	38728332	Wagner
chr9	66970956	Wagner
chr18	18519686	Wagner
chr8	116413098	Wagner
chr6	30470218	Wagner
chr17	54681908	Wagner
chr10	9002798	Wagner
chr2	70341306	Wagner
chr16	29732090	Wagner
chr1	23896690	Wagner
chr15	91372372	Wagner
chr3	40728626	Wagner
chr6	138248668	Wagner
chr19	35677800	Wagner
chr17	75982494	Wagner
chr8	60751894	Wagner
chr21	35422960	Wagner
chr1	99333114	Wagner
chr11	88003624	Wagner
chr6	158212416	Wagner
chr4	146223628	Wagner
chrX	75685068	Wagner
chr8	60560036	Wagner
chr3	31351646	Wagner
chr5	109264142	Wagner
chrX	9326128	Wagner
chrX	9326118	Wagner
chrX	9325544	Wagner
chrX	9325542	Wagner
chr2	12937696	Wagner
chr5	90833464	Wagner
chr4	176010824	Wagner
chr8	66852854	Wagner
chr11	127966178	Wagner
chr2	192448362	Wagner
chr16	46406220	Wagner
chr16	46405678	Wagner
chr16	46405670	Wagner
chr16	46405314	Wagner
chr21	10743244	Wagner
chr10	42393150	Wagner
chr10	42383738	Wagner
chr7	62128632	Wagner
chr7	62128634	Wagner
chr7	62128638	Wagner
chr1	1249401	Kok
chr1	2230862	Kok
chr1	6886438	Kok
chr1	9719374	Kok
chr1	10294169	Kok
chr1	12053354	Kok
chr1	14030870	Kok
chr1	14064008	Kok
chr1	15986830	Kok
chr1	27051406	Kok
chr1	29339121	Kok
chr1	31452373	Kok
chr1	33253774	Kok
chr1	36691408	Kok
chr1	40844342	Kok
chr1	42271888	Kok
chr1	47127356	Kok
chr1	51938687	Kok
chr1	52283912	Kok
chr1	68958523	Kok
chr1	70651691	Kok
chr1	89647426	Kok
chr1	92741446	Kok
chr1	92823471	Kok
chr1	109960148	Kok
chr1	110128319	Kok
chr1	118496130	Kok
chr1	150085548	Kok
chr1	150658904	Kok
chr1	150717548	Kok
chr1	150838906	Kok
chr1	151628842	Kok
chr1	151637636	Kok
chr1	153701502	Kok
chr1	155920980	Kok
chr1	155941398	Kok
chr1	165875722	Kok
chr1	167299650	Kok
chr1	172510570	Kok
chr1	197070770	Kok
chr1	198145152	Kok
chr1	198705280	Kok
chr1	206731614	Kok
chr1	244605505	Kok
chr10	15885783	Kok
chr10	22983480	Kok
chr10	52087970	Kok
chr10	52355790	Kok
chr10	64192800	Kok
chr10	64984280	Kok
chr10	85907638	Kok
chr10	88915522	Kok
chr10	94758140	Kok
chr10	102679946	Kok
chr10	103304639	Kok
chr10	112642294	Kok
chr10	119768614	Kok
chr10	120809304	Kok
chr10	124917509	Kok
chr11	1303506	Kok
chr11	4132226	Kok
chr11	9607512	Kok
chr11	43476884	Kok
chr11	62396416	Kok
chr11	62516905	Kok
chr11	63427706	Kok
chr11	64502253	Kok
chr11	64961946	Kok
chr11	65038604	Kok
chr11	65369874	Kok
chr11	66576207	Kok
chr11	66988696	Kok
chr11	75035112	Kok
chr11	85679604	Kok
chr11	85987328	Kok
chr11	105966997	Kok
chr11	118366468	Kok
chr11	118388966	Kok
chr11	118429921	Kok
chr11	118656566	Kok
chr11	122602149	Kok
